"Name","Start","End","Duration","Process"
"Deloitte - mobile consumer 2015 - UK (pdf) - Message (HTML) ","12/11/2015 09:48:35","12/11/2015 09:49:29","0:00:54","Microsoft Office Outlook"
"Mobile-Consumer-2015-final.pdf - Firefox Developer Edition","12/11/2015 09:49:29","12/11/2015 09:52:27","0:02:58","FirefoxDeveloperEdition"
"F-Secure makes SENSE of smart home IoT insecurities • The Register - Firefox Developer Edition","12/11/2015 09:52:27","12/11/2015 09:53:12","0:00:45","FirefoxDeveloperEdition"
"ARM wants you to jump into mbed with it – IoT open-source OS in beta • The Register - Firefox Developer Edition","12/11/2015 09:53:12","12/11/2015 09:54:08","0:00:56","FirefoxDeveloperEdition"
"F-Secure makes SENSE of smart home IoT insecurities • The Register - Firefox Developer Edition","12/11/2015 09:54:08","12/11/2015 09:54:21","0:00:13","FirefoxDeveloperEdition"
"If MR ROBOT was realistic, he’d be in an Iron Maiden t-shirt and SMELL of WEE • The Register - Firefox Developer Edition","12/11/2015 09:54:21","12/11/2015 09:54:53","0:00:32","FirefoxDeveloperEdition"
"Apologies - Message (HTML) ","12/11/2015 09:54:53","12/11/2015 09:55:04","0:00:11","Microsoft Office Outlook"
"Mobile-Consumer-2015-final.pdf - Firefox Developer Edition","12/11/2015 09:55:04","12/11/2015 09:55:10","0:00:06","FirefoxDeveloperEdition"
"hackers.jpg (JPEG Image, 648 × 348 pixels) - Firefox Developer Edition","12/11/2015 09:55:10","12/11/2015 09:55:16","0:00:06","FirefoxDeveloperEdition"
"movie hackers - Google Search - Firefox Developer Edition","12/11/2015 09:55:16","12/11/2015 09:55:25","0:00:09","FirefoxDeveloperEdition"
"QSO Agile Development Survey UK - Firefox Developer Edition","12/11/2015 09:55:25","12/11/2015 09:55:37","0:00:12","FirefoxDeveloperEdition"
"Desktop","12/11/2015 09:55:37","12/11/2015 09:55:43","0:00:06","Windows Explorer"
"Get maximum value from your big data insights - Firefox Developer Edition","12/11/2015 09:55:43","12/11/2015 09:55:51","0:00:08","FirefoxDeveloperEdition"
"InformationBuilders_sBusinessAnalytics_IO#122156_Eguide_032315_LI#1108015.pdf - Firefox Developer Edition","12/11/2015 09:55:51","12/11/2015 09:56:20","0:00:29","FirefoxDeveloperEdition"
"FirefoxDeveloperEdition","12/11/2015 09:56:20","12/11/2015 09:56:25","0:00:05","FirefoxDeveloperEdition"
"InformationBuilders_sBusinessAnalytics_IO#122156_Eguide_032315_LI#1108015.pdf - Firefox Developer Edition","12/11/2015 09:56:25","12/11/2015 09:56:31","0:00:06","FirefoxDeveloperEdition"
"FirefoxDeveloperEdition","12/11/2015 09:56:31","12/11/2015 09:56:44","0:00:13","FirefoxDeveloperEdition"
"If MR ROBOT was realistic, he’d be in an Iron Maiden t-shirt and SMELL of WEE • The Register - Firefox Developer Edition","12/11/2015 09:56:44","12/11/2015 09:57:07","0:00:23","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 09:57:07","12/11/2015 09:57:40","0:00:33","FirefoxDeveloperEdition"
"New Tab - Firefox Developer Edition","12/11/2015 09:57:40","12/11/2015 09:57:47","0:00:07","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 09:57:47","12/11/2015 09:58:54","0:01:07","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 09:58:54","12/11/2015 09:59:04","0:00:10","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 09:59:04","12/11/2015 09:59:14","0:00:10","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 09:59:14","12/11/2015 09:59:19","0:00:05","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 09:59:19","12/11/2015 09:59:29","0:00:10","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 09:59:29","12/11/2015 09:59:39","0:00:10","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 09:59:39","12/11/2015 09:59:45","0:00:06","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 09:59:45","12/11/2015 09:59:55","0:00:10","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 09:59:55","12/11/2015 10:01:17","0:01:22","FirefoxDeveloperEdition"
"FW: H2020 ICT18 - Message (HTML) ","12/11/2015 10:01:17","12/11/2015 10:02:45","0:01:28","Microsoft Office Outlook"
"RE: H2020 ICT18 - Message (HTML) ","12/11/2015 10:02:45","12/11/2015 10:03:26","0:00:41","Microsoft Office Outlook"
"Microsoft Word","12/11/2015 10:03:26","12/11/2015 10:03:39","0:00:13","2007 Microsoft Office system"
"FW: H2020 ICT18 - Message (HTML) ","12/11/2015 10:03:39","12/11/2015 10:03:45","0:00:06","Microsoft Office Outlook"
"RE: H2020 ICT18 - Message (HTML) ","12/11/2015 10:03:45","12/11/2015 10:05:09","0:01:24","Microsoft Office Outlook"
"Privent abstract.docx - Microsoft Word","12/11/2015 10:05:09","12/11/2015 10:05:55","0:00:46","2007 Microsoft Office system"
"Timeline - Firefox Developer Edition","12/11/2015 10:05:55","12/11/2015 10:06:04","0:00:09","FirefoxDeveloperEdition"
"Re: Meadows timeline edits - Message (HTML) ","12/11/2015 10:06:04","12/11/2015 10:06:15","0:00:11","Microsoft Office Outlook"
"Timeline - Firefox Developer Edition","12/11/2015 10:06:15","12/11/2015 10:07:51","0:01:36","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:07:51","12/11/2015 10:08:37","0:00:46","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:08:37","12/11/2015 10:09:19","0:00:42","FirefoxDeveloperEdition"
"New Tab - Firefox Developer Edition","12/11/2015 10:09:19","12/11/2015 10:09:25","0:00:06","FirefoxDeveloperEdition"
"New Tab - Firefox Developer Edition","12/11/2015 10:09:25","12/11/2015 10:09:30","0:00:05","FirefoxDeveloperEdition"
"FirefoxDeveloperEdition","12/11/2015 10:09:30","12/11/2015 10:09:38","0:00:08","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:09:38","12/11/2015 10:09:47","0:00:09","FirefoxDeveloperEdition"
"Home - Plesk 12.5.30 - Firefox Developer Edition","12/11/2015 10:09:47","12/11/2015 10:09:55","0:00:08","FirefoxDeveloperEdition"
"Domains - Plesk 12.5.30 - Firefox Developer Edition","12/11/2015 10:09:55","12/11/2015 10:10:15","0:00:20","FirefoxDeveloperEdition"
"meadows.co.uk - Plesk 12.5.30 - Firefox Developer Edition","12/11/2015 10:10:15","12/11/2015 10:10:26","0:00:11","FirefoxDeveloperEdition"
"PHP Settings for meadows.co.uk - Plesk 12.5.30 - Firefox Developer Edition","12/11/2015 10:10:26","12/11/2015 10:11:13","0:00:47","FirefoxDeveloperEdition"
"f11 on mac - Google Search - Firefox Developer Edition","12/11/2015 10:11:13","12/11/2015 10:11:19","0:00:06","FirefoxDeveloperEdition"
"osx - How do I get F11 and F12 to behave like normal function keys? - Ask Different - Firefox Developer Edition","12/11/2015 10:11:19","12/11/2015 10:12:23","0:01:04","FirefoxDeveloperEdition"
"f11 on mac - Google Search - Firefox Developer Edition","12/11/2015 10:12:23","12/11/2015 10:12:29","0:00:06","FirefoxDeveloperEdition"
"f11 on mac browser - Google Search - Firefox Developer Edition","12/11/2015 10:12:29","12/11/2015 10:12:39","0:00:10","FirefoxDeveloperEdition"
"On a mac how do I minimize Firefox? (Can't use F11 key?) | Firefox Support Forum | Mozilla Support - Firefox Developer Edition","12/11/2015 10:12:39","12/11/2015 10:12:49","0:00:10","FirefoxDeveloperEdition"
"How to make Firefox and websites go full screen | Firefox Help - Firefox Developer Edition","12/11/2015 10:12:49","12/11/2015 10:12:58","0:00:09","FirefoxDeveloperEdition"
"sfari - Google Search - Firefox Developer Edition","12/11/2015 10:12:58","12/11/2015 10:13:03","0:00:05","FirefoxDeveloperEdition"
"sass compass invalid us-ascii character ""\xc2"" - Google Search - Firefox Developer Edition","12/11/2015 10:13:03","12/11/2015 10:13:09","0:00:06","FirefoxDeveloperEdition"
"safari mac full screen - Google Search - Firefox Developer Edition","12/11/2015 10:13:09","12/11/2015 10:14:19","0:01:10","FirefoxDeveloperEdition"
"fullscreen - Can I hide the toolbar in Safari while in Full Screen mode? - Ask Different - Firefox Developer Edition","12/11/2015 10:14:19","12/11/2015 10:14:35","0:00:16","FirefoxDeveloperEdition"
"PHP Settings for meadows.co.uk - Plesk 12.5.30 - Firefox Developer Edition","12/11/2015 10:14:35","12/11/2015 10:15:09","0:00:34","FirefoxDeveloperEdition"
"Inbox - Microsoft Outlook","12/11/2015 10:15:09","12/11/2015 10:15:37","0:00:28","Microsoft Office Outlook"
"Timeline - Firefox Developer Edition","12/11/2015 10:15:37","12/11/2015 10:15:47","0:00:10","FirefoxDeveloperEdition"
"New Tab - Firefox Developer Edition","12/11/2015 10:15:47","12/11/2015 10:15:53","0:00:06","FirefoxDeveloperEdition"
"Windows Explorer","12/11/2015 10:15:53","12/11/2015 10:16:08","0:00:15","Windows Explorer"
"post-30753-should-I-go-to-class-or-skip-c-6zs3.jpeg Properties","12/11/2015 10:16:08","12/11/2015 10:16:14","0:00:06","Windows Explorer"
"extremefunnyhilariousinterestingamusinglolanimalsmonkeychainsmokerssmoking11_thumb.jpg Properties","12/11/2015 10:16:14","12/11/2015 10:16:20","0:00:06","Windows Explorer"
"q[-_-]p - FAC | Trello - Google Chrome","12/11/2015 10:16:20","12/11/2015 10:16:30","0:00:10","Google Chrome"
"FW: H2020 ICT18 - Message (HTML) ","12/11/2015 10:16:30","12/11/2015 10:16:36","0:00:06","Microsoft Office Outlook"
"Microsoft Office Outlook","12/11/2015 10:16:36","12/11/2015 10:16:42","0:00:06","Microsoft Office Outlook"
"Inbox - Microsoft Outlook","12/11/2015 10:16:42","12/11/2015 10:17:42","0:01:00","Microsoft Office Outlook"
"q[-_-]p - FAC | Trello - Google Chrome","12/11/2015 10:17:42","12/11/2015 10:17:47","0:00:05","Google Chrome"
"Google Images - Google Chrome","12/11/2015 10:17:47","12/11/2015 10:18:03","0:00:16","Google Chrome"
"moo - Google Search - Google Chrome","12/11/2015 10:18:03","12/11/2015 10:18:46","0:00:43","Google Chrome"
"Google Image Result for http://orig13.deviantart.net/825c/f/2007/070/0/a/cute_moo_moo_by_thebigfilipino.png - Google Chrome","12/11/2015 10:18:46","12/11/2015 10:18:51","0:00:05","Google Chrome"
"Google Image Result for http://www.limewheel.info/moo.html - Google Chrome","12/11/2015 10:18:51","12/11/2015 10:19:04","0:00:13","Google Chrome"
"Moo.jpg (2154×1872) - Google Chrome","12/11/2015 10:19:04","12/11/2015 10:19:22","0:00:18","Google Chrome"
"Windows Explorer","12/11/2015 10:19:22","12/11/2015 10:19:38","0:00:16","Windows Explorer"
"Moo.jpg (2154×1872) - Google Chrome","12/11/2015 10:19:38","12/11/2015 10:20:23","0:00:45","Google Chrome"
"Timeline - Firefox Developer Edition","12/11/2015 10:20:23","12/11/2015 10:20:29","0:00:06","FirefoxDeveloperEdition"
"PHP Settings for meadows.co.uk - Plesk 12.5.30 - Firefox Developer Edition","12/11/2015 10:20:29","12/11/2015 10:20:52","0:00:23","FirefoxDeveloperEdition"
"Inbox - Microsoft Outlook","12/11/2015 10:20:52","12/11/2015 10:21:01","0:00:09","Microsoft Office Outlook"
"2015-08-19-barnimages-elena-001.jpg - Windows Photo Viewer","12/11/2015 10:21:01","12/11/2015 10:21:06","0:00:05","COM Surrogate"
"Timeline - Firefox Developer Edition","12/11/2015 10:21:06","12/11/2015 10:21:14","0:00:08","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:21:14","12/11/2015 10:21:47","0:00:33","FirefoxDeveloperEdition"
"FirefoxDeveloperEdition","12/11/2015 10:21:47","12/11/2015 10:22:01","0:00:14","FirefoxDeveloperEdition"
"2015-08-19-barnimages-elena-001.jpg - Windows Photo Viewer","12/11/2015 10:22:01","12/11/2015 10:22:21","0:00:20","COM Surrogate"
"FirefoxDeveloperEdition","12/11/2015 10:22:21","12/11/2015 10:22:34","0:00:13","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:22:34","12/11/2015 10:22:55","0:00:21","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:22:55","12/11/2015 10:23:05","0:00:10","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:23:05","12/11/2015 10:23:13","0:00:08","FirefoxDeveloperEdition"
"ARM wants you to jump into mbed with it – IoT open-source OS in beta • The Register - Firefox Developer Edition","12/11/2015 10:23:13","12/11/2015 10:23:18","0:00:05","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:23:18","12/11/2015 10:23:23","0:00:05","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:23:23","12/11/2015 10:23:28","0:00:05","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:23:28","12/11/2015 10:23:33","0:00:05","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:23:33","12/11/2015 10:23:43","0:00:10","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:23:43","12/11/2015 10:23:49","0:00:06","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:23:49","12/11/2015 10:23:54","0:00:05","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:23:54","12/11/2015 10:23:59","0:00:05","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:23:59","12/11/2015 10:24:04","0:00:05","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:24:04","12/11/2015 10:24:13","0:00:09","FirefoxDeveloperEdition"
"Meadows - Admin - Firefox Developer Edition","12/11/2015 10:24:13","12/11/2015 10:24:30","0:00:17","FirefoxDeveloperEdition"
"Meadows - Admin - Firefox Developer Edition","12/11/2015 10:24:30","12/11/2015 10:24:37","0:00:07","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:24:37","12/11/2015 10:24:57","0:00:20","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:24:57","12/11/2015 10:25:17","0:00:20","FirefoxDeveloperEdition"
"FirefoxDeveloperEdition","12/11/2015 10:25:17","12/11/2015 10:25:29","0:00:12","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:25:29","12/11/2015 10:25:59","0:00:30","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:25:59","12/11/2015 10:27:27","0:01:28","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:27:27","12/11/2015 10:27:32","0:00:05","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:27:32","12/11/2015 10:30:19","0:02:47","FirefoxDeveloperEdition"
"Firefox Developer Edition","12/11/2015 10:30:19","12/11/2015 10:33:12","0:02:53","FirefoxDeveloperEdition"
"PHP Settings for meadows.co.uk - Plesk 12.5.30 - Firefox Developer Edition","12/11/2015 10:33:12","12/11/2015 10:33:20","0:00:08","FirefoxDeveloperEdition"
"Domains - Plesk 12.5.30 - Firefox Developer Edition","12/11/2015 10:33:20","12/11/2015 10:33:25","0:00:05","FirefoxDeveloperEdition"
"meadows.co.uk - Plesk 12.5.30 - Firefox Developer Edition","12/11/2015 10:33:25","12/11/2015 10:34:43","0:01:18","FirefoxDeveloperEdition"
"vps180556.ovh.net:8443 / localhost / turas_meadows | phpMyAdmin 4.5.0.2 - Firefox Developer Edition","12/11/2015 10:34:43","12/11/2015 10:34:53","0:00:10","FirefoxDeveloperEdition"
"vps180556.ovh.net:8443 / localhost / turas_meadows / Entry | phpMyAdmin 4.5.0.2 - Firefox Developer Edition","12/11/2015 10:34:53","12/11/2015 10:35:23","0:00:30","FirefoxDeveloperEdition"
"vps180556.ovh.net:8443 / localhost / turas_meadows / Entry | phpMyAdmin 4.5.0.2 - Firefox Developer Edition","12/11/2015 10:35:23","12/11/2015 10:35:46","0:00:23","FirefoxDeveloperEdition"
"Firefox Developer Edition","12/11/2015 10:35:46","12/11/2015 10:35:56","0:00:10","FirefoxDeveloperEdition"
"Moo.jpg (2154×1872) - Google Chrome","12/11/2015 10:35:56","12/11/2015 10:36:02","0:00:06","Google Chrome"
"PHP: Date Formats - Manual - Google Chrome","12/11/2015 10:36:02","12/11/2015 10:36:09","0:00:07","Google Chrome"
"PHP: date - Manual - Google Chrome","12/11/2015 10:36:09","12/11/2015 10:36:54","0:00:45","Google Chrome"
"vps180556.ovh.net:8443 / localhost / turas_meadows / Entry | phpMyAdmin 4.5.0.2 - Firefox Developer Edition","12/11/2015 10:36:54","12/11/2015 10:37:00","0:00:06","FirefoxDeveloperEdition"
"vps180556.ovh.net:8443 / localhost / turas_meadows / Entry | phpMyAdmin 4.5.0.2 - Firefox Developer Edition","12/11/2015 10:37:00","12/11/2015 10:37:41","0:00:41","FirefoxDeveloperEdition"
"PHP: date - Manual - Google Chrome","12/11/2015 10:37:41","12/11/2015 10:37:49","0:00:08","Google Chrome"
"PHP: date_format - Manual - Google Chrome","12/11/2015 10:37:49","12/11/2015 10:37:56","0:00:07","Google Chrome"
"PHP: DateTime::format - Manual - Google Chrome","12/11/2015 10:37:56","12/11/2015 10:39:00","0:01:04","Google Chrome"
"php date format - Google Search - Google Chrome","12/11/2015 10:39:00","12/11/2015 10:39:25","0:00:25","Google Chrome"
"php date string format - Google Search - Google Chrome","12/11/2015 10:39:25","12/11/2015 10:39:37","0:00:12","Google Chrome"
"date - how to re-format datetime string in php? - Stack Overflow - Google Chrome","12/11/2015 10:39:37","12/11/2015 10:39:56","0:00:19","Google Chrome"
"PHP: date_parse_from_format - Manual - Google Chrome","12/11/2015 10:39:56","12/11/2015 10:40:09","0:00:13","Google Chrome"
"vps180556.ovh.net:8443 / localhost / turas_meadows / Entry | phpMyAdmin 4.5.0.2 - Firefox Developer Edition","12/11/2015 10:40:09","12/11/2015 10:40:21","0:00:12","FirefoxDeveloperEdition"
"Databases for meadows.co.uk - Plesk 12.5.30 - Firefox Developer Edition","12/11/2015 10:40:21","12/11/2015 10:40:30","0:00:09","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:40:30","12/11/2015 10:40:35","0:00:05","FirefoxDeveloperEdition"
"Firefox Developer Edition","12/11/2015 10:40:35","12/11/2015 10:41:05","0:00:30","FirefoxDeveloperEdition"
"PHP: date_parse_from_format - Manual - Google Chrome","12/11/2015 10:41:05","12/11/2015 10:41:23","0:00:18","Google Chrome"
"PHP: DateTime::createFromFormat - Manual - Google Chrome","12/11/2015 10:41:23","12/11/2015 10:42:12","0:00:49","Google Chrome"
"Firefox Developer Edition","12/11/2015 10:42:12","12/11/2015 10:42:17","0:00:05","FirefoxDeveloperEdition"
"PHP: DateTime::createFromFormat - Manual - Google Chrome","12/11/2015 10:42:17","12/11/2015 10:43:04","0:00:47","Google Chrome"
"Firefox Developer Edition","12/11/2015 10:43:04","12/11/2015 10:43:19","0:00:15","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:43:19","12/11/2015 10:43:50","0:00:31","FirefoxDeveloperEdition"
"Firefox Developer Edition","12/11/2015 10:43:50","12/11/2015 10:44:00","0:00:10","FirefoxDeveloperEdition"
"vps180556.ovh.net:8443 / localhost / turas_meadows / Entry | phpMyAdmin 4.5.0.2 - Firefox Developer Edition","12/11/2015 10:44:00","12/11/2015 10:44:06","0:00:06","FirefoxDeveloperEdition"
"vps180556.ovh.net:8443 / localhost / turas_meadows / Entry | phpMyAdmin 4.5.0.2 - Firefox Developer Edition","12/11/2015 10:44:06","12/11/2015 10:44:16","0:00:10","FirefoxDeveloperEdition"
"New Tab - Google Chrome","12/11/2015 10:44:16","12/11/2015 10:44:23","0:00:07","Google Chrome"
"mysql datetime format - Google Search - Google Chrome","12/11/2015 10:44:23","12/11/2015 10:44:37","0:00:14","Google Chrome"
"What is MySQL's default DATE/DATETIME format? - Navicat Wiki - Google Chrome","12/11/2015 10:44:37","12/11/2015 10:45:03","0:00:26","Google Chrome"
"PHP: date_parse_from_format - Manual - Google Chrome","12/11/2015 10:45:03","12/11/2015 10:45:11","0:00:08","Google Chrome"
"vps180556.ovh.net:8443 / localhost / turas_meadows / Entry | phpMyAdmin 4.5.0.2 - Firefox Developer Edition","12/11/2015 10:45:11","12/11/2015 10:45:17","0:00:06","FirefoxDeveloperEdition"
"Firefox Developer Edition","12/11/2015 10:45:17","12/11/2015 10:45:25","0:00:08","FirefoxDeveloperEdition"
"PHP: date_parse_from_format - Manual - Google Chrome","12/11/2015 10:45:25","12/11/2015 10:45:37","0:00:12","Google Chrome"
"PHP: DateTime::createFromFormat - Manual - Google Chrome","12/11/2015 10:45:37","12/11/2015 10:46:01","0:00:24","Google Chrome"
"Firefox Developer Edition","12/11/2015 10:46:01","12/11/2015 10:47:14","0:01:13","FirefoxDeveloperEdition"
"PHP: DateTime - Manual - Google Chrome","12/11/2015 10:47:14","12/11/2015 10:47:39","0:00:25","Google Chrome"
"PHP: DateTime::format - Manual - Google Chrome","12/11/2015 10:47:39","12/11/2015 10:47:51","0:00:12","Google Chrome"
"What is MySQL's default DATE/DATETIME format? - Navicat Wiki - Google Chrome","12/11/2015 10:47:51","12/11/2015 10:48:13","0:00:22","Google Chrome"
"PHP: DateTime::format - Manual - Google Chrome","12/11/2015 10:48:13","12/11/2015 10:48:34","0:00:21","Google Chrome"
"Firefox Developer Edition","12/11/2015 10:48:34","12/11/2015 10:50:03","0:01:29","FirefoxDeveloperEdition"
"PHP: DateTime::format - Manual - Google Chrome","12/11/2015 10:50:03","12/11/2015 10:50:13","0:00:10","Google Chrome"
"Firefox Developer Edition","12/11/2015 10:50:13","12/11/2015 10:51:09","0:00:56","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:51:09","12/11/2015 10:51:46","0:00:37","FirefoxDeveloperEdition"
"vps180556.ovh.net:8443 / localhost / turas_meadows / Entry | phpMyAdmin 4.5.0.2 - Firefox Developer Edition","12/11/2015 10:51:46","12/11/2015 10:51:51","0:00:05","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:51:51","12/11/2015 10:51:56","0:00:05","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:51:56","12/11/2015 10:52:01","0:00:05","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:52:01","12/11/2015 10:52:11","0:00:10","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:52:11","12/11/2015 10:52:16","0:00:05","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:52:16","12/11/2015 10:53:12","0:00:56","FirefoxDeveloperEdition"
"Meadows - Admin - Firefox Developer Edition","12/11/2015 10:53:12","12/11/2015 10:53:19","0:00:07","FirefoxDeveloperEdition"
"Meadows - Admin - Firefox Developer Edition","12/11/2015 10:53:19","12/11/2015 10:53:34","0:00:15","FirefoxDeveloperEdition"
"Meadows - Admin - Firefox Developer Edition","12/11/2015 10:53:34","12/11/2015 10:53:42","0:00:08","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:53:42","12/11/2015 10:53:47","0:00:05","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:53:47","12/11/2015 10:54:14","0:00:27","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:54:14","12/11/2015 10:54:45","0:00:31","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 10:54:45","12/11/2015 10:55:22","0:00:37","FirefoxDeveloperEdition"
"New Tab - Firefox Developer Edition","12/11/2015 10:55:22","12/11/2015 10:55:28","0:00:06","FirefoxDeveloperEdition"
"Problem loading page - Firefox Developer Edition","12/11/2015 10:55:28","12/11/2015 11:02:02","0:06:34","FirefoxDeveloperEdition"
"Firefox Developer Edition","12/11/2015 11:02:02","12/11/2015 11:02:07","0:00:05","FirefoxDeveloperEdition"
"Programmers’ Patch: Adding Search and navigation by year to TimelineJS - Firefox Developer Edition","12/11/2015 11:02:07","12/11/2015 11:02:28","0:00:21","FirefoxDeveloperEdition"
"NUKnightLab/TimelineJS - Firefox Developer Edition","12/11/2015 11:02:28","12/11/2015 11:04:11","0:01:43","FirefoxDeveloperEdition"
"Programmers’ Patch: Adding Search and navigation by year to TimelineJS - Firefox Developer Edition","12/11/2015 11:04:11","12/11/2015 11:04:34","0:00:23","FirefoxDeveloperEdition"
"NUKnightLab/TimelineJS - Firefox Developer Edition","12/11/2015 11:04:34","12/11/2015 11:04:40","0:00:06","FirefoxDeveloperEdition"
"Timeline JS3 - Beautifully crafted timelines that are easy, and intuitive to use. - Firefox Developer Edition","12/11/2015 11:04:40","12/11/2015 11:05:02","0:00:22","FirefoxDeveloperEdition"
"Programmers’ Patch: Adding Search and navigation by year to TimelineJS - Firefox Developer Edition","12/11/2015 11:05:02","12/11/2015 11:05:49","0:00:47","FirefoxDeveloperEdition"
"Meadows - Admin - Firefox Developer Edition","12/11/2015 11:05:49","12/11/2015 11:05:55","0:00:06","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 11:05:55","12/11/2015 11:06:06","0:00:11","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 11:06:06","12/11/2015 11:06:23","0:00:17","FirefoxDeveloperEdition"
"What is MySQL's default DATE/DATETIME format? - Navicat Wiki - Google Chrome","12/11/2015 11:06:23","12/11/2015 11:06:29","0:00:06","Google Chrome"
"javascript datepicker - Google Search - Google Chrome","12/11/2015 11:06:29","12/11/2015 11:06:41","0:00:12","Google Chrome"
"Bootstrap 3 Datepicker - Google Chrome","12/11/2015 11:06:41","12/11/2015 11:06:59","0:00:18","Google Chrome"
"javascript datepicker - Google Search - Google Chrome","12/11/2015 11:06:59","12/11/2015 11:07:05","0:00:06","Google Chrome"
"dbushell/Pikaday - Google Chrome","12/11/2015 11:07:05","12/11/2015 11:07:12","0:00:07","Google Chrome"
"Pikaday - Google Chrome","12/11/2015 11:07:12","12/11/2015 11:07:18","0:00:06","Google Chrome"
"dbushell/Pikaday - Google Chrome","12/11/2015 11:07:18","12/11/2015 11:08:01","0:00:43","Google Chrome"
"https://raw.githubusercontent.com/dbushell/Pikaday/master/pikaday.js - Google Chrome","12/11/2015 11:08:01","12/11/2015 11:09:32","0:01:31","Google Chrome"
"dbushell/Pikaday - Google Chrome","12/11/2015 11:09:32","12/11/2015 11:09:43","0:00:11","Google Chrome"
"Timeline - Firefox Developer Edition","12/11/2015 11:09:43","12/11/2015 11:09:48","0:00:05","FirefoxDeveloperEdition"
"Timeline - Firefox Developer Edition","12/11/2015 11:09:48","12/11/2015 11:10:24","0:00:36","FirefoxDeveloperEdition"
"dbushell/Pikaday - Google Chrome","12/11/2015 11:10:24","12/11/2015 11:10:40","0:00:16","Google Chrome"
"Inbox - Microsoft Outlook","12/11/2015 11:10:40","12/11/2015 11:10:47","0:00:07","Microsoft Office Outlook"
"James Sweeney - Calendar - Microsoft Outlook","12/11/2015 11:10:47","12/11/2015 11:11:18","0:00:31","Microsoft Office Outlook"
"Timeline - Firefox Developer Edition","12/11/2015 11:11:18","12/11/2015 11:12:05","0:00:47","FirefoxDeveloperEdition"
"dbushell/Pikaday - Google Chrome","12/11/2015 11:12:05","12/11/2015 11:12:41","0:00:36","Google Chrome"
